timestamp,serial,id,JOINT_WAIST.x,JOINT_WAIST.y,JOINT_WAIST.z,JOINT_TORSO.x,JOINT_TORSO.y,JOINT_TORSO.z,JOINT_TORSO.rot,JOINT_NECK.x,JOINT_NECK.y,JOINT_NECK.z,JOINT_NECK.rot,JOINT_HEAD.x,JOINT_HEAD.y,JOINT_HEAD.z,JOINT_RIGHT_COLLAR.x,JOINT_RIGHT_COLLAR.y,JOINT_RIGHT_COLLAR.z,JOINT_LEFT_COLLAR.x,JOINT_LEFT_COLLAR.y,JOINT_LEFT_COLLAR.z,JOINT_LEFT_SHOULDER.x,JOINT_LEFT_SHOULDER.y,JOINT_LEFT_SHOULDER.z,JOINT_LEFT_SHOULDER.rot,JOINT_LEFT_ELBOW.x,JOINT_LEFT_ELBOW.y,JOINT_LEFT_ELBOW.z,JOINT_LEFT_ELBOW.rot,JOINT_LEFT_WRIST.x,JOINT_LEFT_WRIST.y,JOINT_LEFT_WRIST.z,JOINT_LEFT_HAND.x,JOINT_LEFT_HAND.y,JOINT_LEFT_HAND.z,JOINT_RIGHT_SHOULDER.x,JOINT_RIGHT_SHOULDER.y,JOINT_RIGHT_SHOULDER.z,JOINT_RIGHT_SHOULDER.rot,JOINT_RIGHT_ELBOW.x,JOINT_RIGHT_ELBOW.y,JOINT_RIGHT_ELBOW.z,JOINT_RIGHT_ELBOW.rot,JOINT_RIGHT_WRIST.x,JOINT_RIGHT_WRIST.y,JOINT_RIGHT_WRIST.z,JOINT_RIGHT_HAND.x,JOINT_RIGHT_HAND.y,JOINT_RIGHT_HAND.z,JOINT_LEFT_HIP.x,JOINT_LEFT_HIP.y,JOINT_LEFT_HIP.z,JOINT_LEFT_HIP.rot,JOINT_LEFT_KNEE.x,JOINT_LEFT_KNEE.y,JOINT_LEFT_KNEE.z,JOINT_LEFT_KNEE.rot,JOINT_LEFT_ANKLE.x,JOINT_LEFT_ANKLE.y,JOINT_LEFT_ANKLE.z,JOINT_RIGHT_HIP.x,JOINT_RIGHT_HIP.y,JOINT_RIGHT_HIP.z,JOINT_RIGHT_HIP.rot,JOINT_RIGHT_KNEE.x,JOINT_RIGHT_KNEE.y,JOINT_RIGHT_KNEE.z,JOINT_RIGHT_KNEE.rot,JOINT_RIGHT_ANKLE.x,JOINT_RIGHT_ANKLE.y,JOINT_RIGHT_ANKLE.z
12035954341159,020936151947,1,-0.122558,0.19544,2.33692,-0.130326,0.395711,2.38738,179.464,-0.147709,0.756698,2.441,177.103,-0.147422,0.874079,2.4825,-0.143648,0.672368,2.42847,-0.143648,0.672368,2.42847,0.0178519,0.662208,2.46653,137.933,0.196576,0.479276,2.34359,24.8813,0.114727,0.711025,2.25464,0.0983575,0.757374,2.23685,-0.308411,0.659634,2.39924,99.0731,-0.330664,0.386253,2.32652,165.505,-0.296363,0.18852,2.15906,-0.289503,0.148973,2.12557,-0.0167108,0.163392,2.34513,110.316,0.00711011,-0.229308,2.18855,179.222,0.0244392,-0.597688,2.16055,-0.229612,0.165799,2.33302,108.006,-0.246674,-0.220327,2.16007,179.853,-0.262043,-0.589409,2.14188
12035954341159,020936151947,1,-0.122558,0.19544,2.33692,-0.130326,0.395711,2.38738,179.464,-0.147709,0.756698,2.441,177.103,-0.147422,0.874079,2.4825,-0.143648,0.672368,2.42847,-0.143648,0.672368,2.42847,0.0178519,0.662208,2.46653,137.933,0.196576,0.479276,2.34359,24.8813,0.114727,0.711025,2.25464,0.0983575,0.757374,2.23685,-0.308411,0.659634,2.39924,99.0731,-0.330664,0.386253,2.32652,165.505,-0.296363,0.18852,2.15906,-0.289503,0.148973,2.12557,-0.0167108,0.163392,2.34513,110.316,0.00711011,-0.229308,2.18855,179.222,0.0244392,-0.597688,2.16055,-0.229612,0.165799,2.33302,108.006,-0.246674,-0.220327,2.16007,179.853,-0.262043,-0.589409,2.14188
12035954670850,020936151947,1,-0.122519,0.194581,2.33688,-0.130292,0.394819,2.38746,179.46,-0.147709,0.755814,2.44102,177.119,-0.147465,0.873245,2.48238,-0.14364,0.671482,2.42851,-0.14364,0.671482,2.42851,0.0183308,0.661884,2.46554,137.236,0.194682,0.478274,2.34039,24.5357,0.111728,0.715034,2.25281,0.0951369,0.762386,2.2353,-0.308434,0.658565,2.39974,99.2041,-0.331013,0.385243,2.32722,165.393,-0.296019,0.184412,2.15678,-0.289021,0.144245,2.1227,-0.0167184,0.163392,2.34523,109.903,0.00713849,-0.229167,2.18831,179.208,0.0244258,-0.597603,2.16059,-0.229658,0.165931,2.33342,107.521,-0.246847,-0.220034,2.16012,179.803,-0.262001,-0.589155,2.14188
12035955010427,020936151947,1,-0.122481,0.193738,2.33684,-0.130259,0.393945,2.38755,179.458,-0.147709,0.754936,2.44104,177.135,-0.147509,0.872417,2.48226,-0.143632,0.670602,2.42854,-0.143632,0.670602,2.42854,0.0187919,0.661575,2.46466,136.546,0.193035,0.477092,2.33756,24.2684,0.109892,0.717242,2.25159,0.0932635,0.765272,2.23439,-0.308505,0.6575,2.40045,99.2893,-0.33122,0.383879,2.32859,165.416,-0.296096,0.181331,2.15621,-0.289071,0.140822,2.12173,-0.0166853,0.16335,2.34552,109.5,0.00712929,-0.228996,2.18806,179.213,0.0244239,-0.597533,2.16067,-0.229784,0.166092,2.33392,107.013,-0.247069,-0.219683,2.16021,179.741,-0.261952,-0.588886,2.14188
12035955339887,020936151947,1,-0.122448,0.192912,2.33684,-0.130229,0.39309,2.38766,179.454,-0.147709,0.754076,2.44106,177.151,-0.147551,0.871597,2.48216,-0.143625,0.669739,2.42858,-0.143625,0.669739,2.42858,0.0192499,0.661274,2.46374,136.468,0.19404,0.477039,2.33544,23.9153,0.108297,0.71813,2.25081,0.0911479,0.766348,2.23389,-0.308534,0.656397,2.40111,99.4116,-0.331514,0.381925,2.32974,165.467,-0.296599,0.178669,2.15622,-0.289616,0.138018,2.12152,-0.0166056,0.163185,2.34586,109.154,0.00714805,-0.228913,2.18777,179.218,0.0244395,-0.597633,2.1607,-0.229981,0.16619,2.3345,106.521,-0.247257,-0.219367,2.1603,179.704,-0.261903,-0.588734,2.14187
12035955671460,020936151947,1,-0.122417,0.192104,2.33685,-0.130199,0.392259,2.38776,179.449,-0.147709,0.753234,2.44108,177.166,-0.147592,0.870794,2.48208,-0.143618,0.668895,2.42862,-0.143618,0.668895,2.42862,0.0196867,0.660989,2.46292,136.101,0.19438,0.475801,2.33508,23.6372,0.10789,0.71746,2.25064,0.0905919,0.765792,2.23375,-0.308614,0.655372,2.40184,99.6215,-0.332344,0.380598,2.33048,165.435,-0.297657,0.176146,2.15725,-0.29072,0.135255,2.12261,-0.0164845,0.163042,2.34629,108.784,0.00709117,-0.228882,2.18774,179.255,0.024467,-0.597712,2.16071,-0.230222,0.166291,2.33519,106.024,-0.247442,-0.219006,2.16042,179.675,-0.261856,-0.588487,2.14186
12035956009983,020936151947,1,-0.122389,0.191385,2.33689,-0.130174,0.391516,2.3879,179.446,-0.147709,0.752474,2.44114,177.182,-0.147634,0.870071,2.48203,-0.143612,0.668132,2.4287,-0.143612,0.668132,2.4287,0.0200102,0.660776,2.46289,135.745,0.194144,0.475152,2.33468,23.5305,0.107797,0.717105,2.25023,0.0905274,0.765496,2.23334,-0.308731,0.654394,2.40289,99.8574,-0.333276,0.379456,2.33203,165.616,-0.299703,0.174041,2.15938,-0.292988,0.132957,2.12485,-0.0164273,0.162611,2.34682,108.624,0.00705962,-0.229057,2.18763,179.271,0.0244759,-0.597941,2.16074,-0.230506,0.166385,2.33602,105.557,-0.247564,-0.218612,2.16057,179.677,-0.261845,-0.588135,2.14185
12035956341070,020936151947,1,-0.122376,0.191031,2.33702,-0.130166,0.391147,2.38809,179.446,-0.147709,0.75209,2.44122,177.202,-0.147677,0.869699,2.48207,-0.143609,0.667745,2.4288,-0.143609,0.667745,2.4288,0.0202377,0.660635,2.46236,135.572,0.194011,0.474854,2.33414,23.4149,0.107445,0.716991,2.24978,0.0901314,0.765418,2.2329,-0.308748,0.653645,2.4039,100.179,-0.334261,0.37853,2.33453,165.958,-0.302716,0.173434,2.1608,-0.296407,0.132414,2.12605,-0.0163269,0.162225,2.34733,108.616,0.00705747,-0.229159,2.18743,179.284,0.0244754,-0.598102,2.16079,-0.230809,0.166459,2.33675,105.289,-0.247748,-0.218291,2.16075,179.66,-0.261819,-0.587858,2.14192
12035956670522,020936151947,1,-0.122367,0.190744,2.33715,-0.130161,0.390846,2.38827,179.447,-0.147709,0.751771,2.44129,177.221,-0.147718,0.869389,2.48211,-0.143608,0.667422,2.4289,-0.143608,0.667422,2.4289,0.0204591,0.6605,2.46169,135.558,0.194358,0.474941,2.33393,23.3334,0.107205,0.716903,2.24908,0.0897743,0.765295,2.23211,-0.308756,0.652935,2.40493,100.491,-0.335151,0.377695,2.33754,166.753,-0.307214,0.17293,2.16252,-0.301627,0.131978,2.12752,-0.0162084,0.161784,2.34787,108.663,0.0070486,-0.229285,2.18718,179.303,0.024491,-0.598307,2.16086,-0.231161,0.166555,2.33746,105.029,-0.247907,-0.217969,2.16094,179.661,-0.261816,-0.587587,2.14189
12035957009905,020936151947,1,-0.122407,0.190481,2.3373,-0.13018,0.390571,2.38847,179.445,-0.147709,0.751475,2.44136,177.245,-0.147761,0.869098,2.48217,-0.143612,0.667122,2.429,-0.143612,0.667122,2.429,0.0206675,0.660375,2.46104,135.534,0.194628,0.47501,2.33364,23.3355,0.107228,0.717155,2.2486,0.0897476,0.765584,2.23159,-0.308825,0.652373,2.4059,100.784,-0.336273,0.376543,2.34251,167.447,-0.311686,0.172485,2.1657,-0.306769,0.131674,2.13034,-0.0161209,0.161285,2.34851,108.752,0.00703669,-0.229415,2.18691,179.318,0.024509,-0.598527,2.16093,-0.231604,0.166647,2.33823,104.776,-0.248134,-0.217621,2.16114,179.654,-0.261795,-0.587304,2.14187
