timestamp,serial,id,JOINT_WAIST.x,JOINT_WAIST.y,JOINT_WAIST.z,JOINT_TORSO.x,JOINT_TORSO.y,JOINT_TORSO.z,JOINT_TORSO.rot,JOINT_NECK.x,JOINT_NECK.y,JOINT_NECK.z,JOINT_NECK.rot,JOINT_HEAD.x,JOINT_HEAD.y,JOINT_HEAD.z,JOINT_RIGHT_COLLAR.x,JOINT_RIGHT_COLLAR.y,JOINT_RIGHT_COLLAR.z,JOINT_LEFT_COLLAR.x,JOINT_LEFT_COLLAR.y,JOINT_LEFT_COLLAR.z,JOINT_LEFT_SHOULDER.x,JOINT_LEFT_SHOULDER.y,JOINT_LEFT_SHOULDER.z,JOINT_LEFT_SHOULDER.rot,JOINT_LEFT_ELBOW.x,JOINT_LEFT_ELBOW.y,JOINT_LEFT_ELBOW.z,JOINT_LEFT_ELBOW.rot,JOINT_LEFT_WRIST.x,JOINT_LEFT_WRIST.y,JOINT_LEFT_WRIST.z,JOINT_LEFT_HAND.x,JOINT_LEFT_HAND.y,JOINT_LEFT_HAND.z,JOINT_RIGHT_SHOULDER.x,JOINT_RIGHT_SHOULDER.y,JOINT_RIGHT_SHOULDER.z,JOINT_RIGHT_SHOULDER.rot,JOINT_RIGHT_ELBOW.x,JOINT_RIGHT_ELBOW.y,JOINT_RIGHT_ELBOW.z,JOINT_RIGHT_ELBOW.rot,JOINT_RIGHT_WRIST.x,JOINT_RIGHT_WRIST.y,JOINT_RIGHT_WRIST.z,JOINT_RIGHT_HAND.x,JOINT_RIGHT_HAND.y,JOINT_RIGHT_HAND.z,JOINT_LEFT_HIP.x,JOINT_LEFT_HIP.y,JOINT_LEFT_HIP.z,JOINT_LEFT_HIP.rot,JOINT_LEFT_KNEE.x,JOINT_LEFT_KNEE.y,JOINT_LEFT_KNEE.z,JOINT_LEFT_KNEE.rot,JOINT_LEFT_ANKLE.x,JOINT_LEFT_ANKLE.y,JOINT_LEFT_ANKLE.z,JOINT_RIGHT_HIP.x,JOINT_RIGHT_HIP.y,JOINT_RIGHT_HIP.z,JOINT_RIGHT_HIP.rot,JOINT_RIGHT_KNEE.x,JOINT_RIGHT_KNEE.y,JOINT_RIGHT_KNEE.z,JOINT_RIGHT_KNEE.rot,JOINT_RIGHT_ANKLE.x,JOINT_RIGHT_ANKLE.y,JOINT_RIGHT_ANKLE.z
798949285056,171990135147,1,-0.608774,-0.231977,3.21586,-0.615927,-0.0671177,3.1758,177.56,-0.639646,0.186782,3.07821,174.832,-0.680956,0.28464,3.02896,-0.616089,0.14258,3.10376,-0.616089,0.14258,3.10376,-0.523937,0.131814,3.06095,113.011,-0.458391,-0.091638,3.13073,153.342,-0.493603,-0.285209,3.14235,-0.505104,-0.343343,3.13771,-0.707981,0.171341,3.17116,68.009,-0.687612,-0.0811944,3.18317,153.894,-0.773002,-0.298026,3.39971,-0.799298,-0.369229,3.46803,-0.557155,-0.265098,3.17959,104.451,-0.661995,-0.583313,3.35762,147.963,-0.56743,-0.968273,3.18643,-0.626877,-0.255285,3.22103,148.384,-0.660384,-0.562759,3.35043,,,,
798949285056,171990135147,2,,,-0.001,,,-0.001,,,,-0.001,,,,-0.001,,,-0.001,,,-0.001,,,-0.001,,,,-0.001,,,,,,,,,,-0.001,,,,-0.001,,,,,,,,,,-0.001,,,,-0.001,,,,-0.001,,,-0.001,,,,,,,,
798949615043,171990135147,1,-0.588969,-0.224043,3.18772,-0.61302,-0.0668073,3.1666,172.13,-0.63748,0.185873,3.07379,175.898,-0.676906,0.284169,3.01563,-0.616032,0.141813,3.10008,-0.616032,0.141813,3.10008,-0.520508,0.132036,3.06074,111.213,-0.4594,-0.090271,3.13183,155.476,-0.490832,-0.285315,3.15057,-0.499016,-0.343811,3.15485,-0.707992,0.169611,3.17126,68.3966,-0.687007,-0.0811404,3.18279,152.732,-0.776834,-0.298173,3.39631,-0.802549,-0.367968,3.45906,-0.557057,-0.265069,3.18057,123.905,-0.660923,-0.580636,3.3594,148.237,-0.567535,-0.968283,3.18596,-0.631659,-0.244439,3.22114,120.45,-0.66027,-0.577247,3.35741,,,,
798949615043,171990135147,2,,,-0.001,,,-0.001,,,,-0.001,,,,-0.001,,,-0.001,,,-0.001,,,-0.001,,,,-0.001,,,,,,,,,,-0.001,,,,-0.001,,,,-0.001,,,-0.001,,,-0.001,,,,-0.001,,,,-0.001,,,-0.001,,,,,,,,
798949955782,171990135147,1,-0.57937,-0.217804,3.17506,-0.609715,-0.0664669,3.15465,170.009,-0.633282,0.185455,3.06907,177.612,-0.670339,0.283983,3.00388,-0.614606,0.141458,3.09547,-0.614606,0.141458,3.09547,-0.513869,0.128542,3.05958,111.362,-0.459048,-0.0904226,3.13431,152.73,-0.504831,-0.285401,3.17975,-0.525608,-0.343766,3.20129,-0.707979,0.168295,3.17121,68.9873,-0.686262,-0.0810634,3.18212,151.97,-0.778704,-0.298293,3.39193,-0.805801,-0.366682,3.44968,-0.556933,-0.265074,3.18159,136.075,-0.645456,-0.529133,3.27494,151.415,-0.567612,-0.968282,3.18598,-0.632887,-0.24612,3.22114,,,,,,,,
798949955782,171990135147,2,,,-0.001,,,-0.001,,,,-0.001,,,,-0.001,,,-0.001,,,-0.001,,,-0.001,,,,-0.001,,,,,,,,,,-0.001,,,,-0.001,,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,
798950285062,171990135147,1,-0.591681,-0.214733,3.19508,-0.608286,-0.0661142,3.15908,174.669,-0.626149,0.185263,3.06666,178.07,-0.661451,0.283905,2.99763,-0.612066,0.141297,3.09329,-0.612066,0.141297,3.09329,-0.502296,0.12901,3.0598,107.627,-0.45866,-0.090557,3.13728,151.32,-0.51985,-0.285335,3.19411,-0.541229,-0.343564,3.20812,-0.707962,0.16736,3.17113,69.6092,-0.685423,-0.0809677,3.18133,151.737,-0.777787,-0.297753,3.38577,-0.805366,-0.364283,3.43836,-0.556762,-0.265068,3.18262,127.236,-0.662144,-0.589135,3.37083,148.023,-0.567866,-0.968287,3.18595,-0.718959,-0.24857,3.30168,4.18474,,,-0.001,13.2353,-1.95694,-1.23748,7.14268
798950615077,171990135147,1,-0.596371,-0.211792,3.20341,-0.606148,-0.0657128,3.15777,176.24,-0.617378,0.185172,3.06417,174.437,-0.652505,0.28387,2.9925,-0.606397,0.141222,3.09154,-0.606397,0.141222,3.09154,-0.494405,0.129486,3.05975,105.313,-0.458272,-0.0904259,3.14035,154.469,-0.514521,-0.284034,3.19148,-0.530881,-0.340453,3.20596,-0.693413,0.166615,3.15207,71.6043,-0.684221,-0.0808175,3.18029,154.648,-0.776797,-0.296554,3.37897,-0.804924,-0.359344,3.43306,-0.556458,-0.264926,3.18359,124.065,-0.66327,-0.574749,3.35465,147.39,-0.568147,-0.968286,3.18591,-0.631289,-0.24833,3.22101,142.387,-0.663516,-0.55041,3.35368,152.595,-0.531703,-0.888224,3.198
798950955748,171990135147,1,-0.597128,-0.208872,3.20403,-0.60353,-0.0652831,3.15554,175.772,-0.608888,0.185128,3.06154,173.225,-0.647413,0.283855,2.99007,-0.59749,0.141185,3.08961,-0.59749,0.141185,3.08961,-0.494643,0.130028,3.05971,105.728,-0.457634,-0.0902685,3.14099,153.552,-0.516239,-0.283023,3.1928,-0.537208,-0.33796,3.20686,-0.676712,0.166559,3.13355,73.6484,-0.682789,-0.0806574,3.17915,157.992,-0.77553,-0.294808,3.37673,-0.804196,-0.351249,3.43348,-0.55615,-0.264685,3.18468,125.346,-0.666427,-0.59681,3.36733,146.861,-0.568479,-0.968293,3.18584,-0.627638,-0.247918,3.21157,,,,,,,,
798950955748,171990135147,1,-0.597128,-0.208872,3.20403,-0.60353,-0.0652831,3.15554,175.772,-0.608888,0.185128,3.06154,173.225,-0.647413,0.283855,2.99007,-0.59749,0.141185,3.08961,-0.59749,0.141185,3.08961,-0.494643,0.130028,3.05971,105.728,-0.457634,-0.0902685,3.14099,153.552,-0.516239,-0.283023,3.1928,-0.537208,-0.33796,3.20686,-0.676712,0.166559,3.13355,73.6484,-0.682789,-0.0806574,3.17915,157.992,-0.77553,-0.294808,3.37673,-0.804196,-0.351249,3.43348,-0.55615,-0.264685,3.18468,125.346,-0.666427,-0.59681,3.36733,146.861,-0.568479,-0.968293,3.18584,-0.627638,-0.247918,3.21157,,,,,,,,
