timestamp,serial,id,JOINT_WAIST.x,JOINT_WAIST.y,JOINT_WAIST.z,JOINT_TORSO.x,JOINT_TORSO.y,JOINT_TORSO.z,JOINT_TORSO.rot,JOINT_NECK.x,JOINT_NECK.y,JOINT_NECK.z,JOINT_NECK.rot,JOINT_HEAD.x,JOINT_HEAD.y,JOINT_HEAD.z,JOINT_RIGHT_COLLAR.x,JOINT_RIGHT_COLLAR.y,JOINT_RIGHT_COLLAR.z,JOINT_LEFT_COLLAR.x,JOINT_LEFT_COLLAR.y,JOINT_LEFT_COLLAR.z,JOINT_LEFT_SHOULDER.x,JOINT_LEFT_SHOULDER.y,JOINT_LEFT_SHOULDER.z,JOINT_LEFT_SHOULDER.rot,JOINT_LEFT_ELBOW.x,JOINT_LEFT_ELBOW.y,JOINT_LEFT_ELBOW.z,JOINT_LEFT_ELBOW.rot,JOINT_LEFT_WRIST.x,JOINT_LEFT_WRIST.y,JOINT_LEFT_WRIST.z,JOINT_LEFT_HAND.x,JOINT_LEFT_HAND.y,JOINT_LEFT_HAND.z,JOINT_RIGHT_SHOULDER.x,JOINT_RIGHT_SHOULDER.y,JOINT_RIGHT_SHOULDER.z,JOINT_RIGHT_SHOULDER.rot,JOINT_RIGHT_ELBOW.x,JOINT_RIGHT_ELBOW.y,JOINT_RIGHT_ELBOW.z,JOINT_RIGHT_ELBOW.rot,JOINT_RIGHT_WRIST.x,JOINT_RIGHT_WRIST.y,JOINT_RIGHT_WRIST.z,JOINT_RIGHT_HAND.x,JOINT_RIGHT_HAND.y,JOINT_RIGHT_HAND.z,JOINT_LEFT_HIP.x,JOINT_LEFT_HIP.y,JOINT_LEFT_HIP.z,JOINT_LEFT_HIP.rot,JOINT_LEFT_KNEE.x,JOINT_LEFT_KNEE.y,JOINT_LEFT_KNEE.z,JOINT_LEFT_KNEE.rot,JOINT_LEFT_ANKLE.x,JOINT_LEFT_ANKLE.y,JOINT_LEFT_ANKLE.z,JOINT_RIGHT_HIP.x,JOINT_RIGHT_HIP.y,JOINT_RIGHT_HIP.z,JOINT_RIGHT_HIP.rot,JOINT_RIGHT_KNEE.x,JOINT_RIGHT_KNEE.y,JOINT_RIGHT_KNEE.z,JOINT_RIGHT_KNEE.rot,JOINT_RIGHT_ANKLE.x,JOINT_RIGHT_ANKLE.y,JOINT_RIGHT_ANKLE.z
12034339675403,020936151947,1,-0.150541,0.241012,2.31539,-0.157995,0.440865,2.3643,179.37,-0.175124,0.795355,2.41636,171.973,-0.164181,0.914213,2.45006,-0.171064,0.711328,2.40402,-0.171064,0.711328,2.40402,-0.0109901,0.679973,2.47185,153.991,0.210929,0.512184,2.42411,71.8573,0.282638,0.721041,2.29735,0.29698,0.762812,2.27199,-0.320986,0.674171,2.33051,112.133,-0.359276,0.408898,2.24194,47.5765,-0.180826,0.530219,2.10677,-0.145136,0.554483,2.07974,-0.0460093,0.182437,2.31856,120.974,-0.0341382,-0.215319,2.17865,179.783,-0.0208077,-0.611654,2.16597,-0.256054,0.191386,2.29833,118.151,-0.27583,-0.19073,2.12078,179.842,-0.295245,-0.58697,2.11472
12034340015207,020936151947,1,-0.150501,0.241057,2.3154,-0.157962,0.440913,2.36429,179.38,-0.175035,0.795377,2.41636,171.999,-0.164127,0.914236,2.45007,-0.170988,0.711349,2.40402,-0.170988,0.711349,2.40402,-0.0108674,0.679889,2.47188,153.867,0.210585,0.511498,2.4241,71.7068,0.282204,0.720014,2.29771,0.296528,0.761718,2.27243,-0.320991,0.674155,2.3305,112.153,-0.359367,0.40873,2.24242,47.5078,-0.18149,0.529912,2.1073,-0.145915,0.554148,2.08028,-0.0459664,0.182453,2.31856,120.953,-0.034323,-0.215307,2.17863,179.711,-0.0207205,-0.611638,2.166,-0.256011,0.191399,2.29833,118.143,-0.275628,-0.190744,2.12082,179.886,-0.295175,-0.58698,2.11469
12034340343835,020936151947,1,-0.150174,0.241124,2.31536,-0.157723,0.440969,2.36429,179.382,-0.174944,0.795396,2.41636,171.85,-0.163775,0.914238,2.45004,-0.170861,0.71137,2.40402,-0.170861,0.71137,2.40402,-0.0107403,0.679785,2.47135,153.595,0.209854,0.510126,2.42408,71.411,0.28163,0.718878,2.29828,0.295986,0.760628,2.27312,-0.320524,0.674168,2.32998,112.319,-0.359543,0.408653,2.24246,47.3366,-0.181721,0.52997,2.10749,-0.146156,0.554234,2.0805,-0.0456903,0.182441,2.31856,120.918,-0.0345979,-0.215326,2.17861,179.576,-0.0206114,-0.611642,2.16583,-0.255683,0.191505,2.29835,118.152,-0.27548,-0.190659,2.12091,179.918,-0.295427,-0.586875,2.11457
12034340674735,020936151947,1,-0.149797,0.241198,2.31531,-0.157421,0.441029,2.36428,179.37,-0.174845,0.795415,2.41636,171.665,-0.163363,0.914235,2.45001,-0.170714,0.711393,2.40401,-0.170714,0.711393,2.40401,-0.0107077,0.67977,2.47083,152.757,0.2074,0.506764,2.42416,70.6718,0.280046,0.716629,2.29948,0.294576,0.758601,2.27455,-0.319941,0.674256,2.32948,112.551,-0.359997,0.408642,2.24273,47.1935,-0.181607,0.530016,2.10742,-0.145928,0.55429,2.08036,-0.0453019,0.182589,2.31857,120.817,-0.0346779,-0.215198,2.17864,179.491,-0.0205668,-0.611506,2.16569,-0.255369,0.191772,2.29838,118.081,-0.275355,-0.190493,2.12117,179.956,-0.295725,-0.586682,2.11441
12034341015291,020936151947,1,-0.149397,0.24127,2.31527,-0.157114,0.441087,2.36428,179.364,-0.174742,0.795436,2.41636,171.468,-0.162917,0.914232,2.44998,-0.170562,0.711416,2.40401,-0.170562,0.711416,2.40401,-0.0107608,0.679835,2.47039,150.105,0.199096,0.496931,2.42363,67.6182,0.271483,0.710881,2.30248,0.285961,0.753671,2.27825,-0.319408,0.674447,2.32915,112.775,-0.360663,0.408782,2.24313,47.1217,-0.180713,0.530394,2.10704,-0.144723,0.554717,2.07982,-0.0448554,0.18271,2.31858,120.704,-0.0348001,-0.215096,2.17867,179.386,-0.0205318,-0.61139,2.16542,-0.255067,0.192028,2.2984,118.003,-0.275221,-0.190347,2.12145,179.972,-0.29609,-0.586503,2.11415
12034341343828,020936151947,1,-0.148989,0.241326,2.31522,-0.156799,0.441127,2.36429,179.357,-0.174635,0.795446,2.41636,171.273,-0.162476,0.914216,2.44995,-0.170405,0.711428,2.40401,-0.170405,0.711428,2.40401,-0.0106257,0.679777,2.4688,145.067,0.182569,0.478752,2.4247,58.491,0.240627,0.701179,2.30633,0.252239,0.745664,2.28265,-0.318729,0.674598,2.32884,112.939,-0.360793,0.408841,2.2435,47.0276,-0.179101,0.531294,2.1062,-0.142762,0.555785,2.07874,-0.0443598,0.182834,2.31853,120.564,-0.0349272,-0.215151,2.17909,179.275,-0.0205183,-0.611413,2.16501,-0.254775,0.192239,2.29842,117.922,-0.27502,-0.190246,2.12172,179.931,-0.296464,-0.586362,2.11388
12034341674870,020936151947,1,-0.148764,0.24135,2.31522,-0.156506,0.441151,2.36429,179.307,-0.17453,0.795454,2.41636,171.093,-0.162059,0.9142,2.44992,-0.170256,0.711438,2.40401,-0.170256,0.711438,2.40401,-0.0101711,0.679493,2.46562,140.32,0.166101,0.462084,2.429,50.5967,0.212286,0.687839,2.30791,0.221523,0.73299,2.28369,-0.31871,0.675246,2.3289,112.68,-0.360736,0.40926,2.24425,47.2404,-0.177507,0.531833,2.10582,-0.140862,0.556348,2.07814,-0.0440671,0.182707,2.31856,120.558,-0.0350042,-0.215393,2.17942,179.209,-0.0205094,-0.611638,2.16493,-0.254705,0.192261,2.29856,117.89,-0.274956,-0.190527,2.12252,179.921,-0.29644,-0.586621,2.11369
12034342014075,020936151947,1,-0.148667,0.241352,2.31522,-0.156211,0.44116,2.36429,179.219,-0.174427,0.795458,2.41636,170.928,-0.161677,0.914184,2.44989,-0.170107,0.711444,2.40402,-0.170107,0.711444,2.40402,-0.009392,0.67899,2.46053,139.688,0.164695,0.458331,2.4344,45.365,0.192039,0.678056,2.30029,0.197508,0.722001,2.27347,-0.318677,0.675836,2.32899,112.461,-0.360781,0.409491,2.24552,47.4054,-0.178428,0.530699,2.10743,-0.141957,0.55494,2.07981,-0.0439018,0.182598,2.31858,120.557,-0.035058,-0.215629,2.17979,179.163,-0.0204678,-0.611855,2.16487,-0.254773,0.192236,2.29878,117.837,-0.274842,-0.191063,2.12383,179.878,-0.296433,-0.587127,2.11391
12034342014075,020936151947,1,-0.148667,0.241352,2.31522,-0.156211,0.44116,2.36429,179.219,-0.174427,0.795458,2.41636,170.928,-0.161677,0.914184,2.44989,-0.170107,0.711444,2.40402,-0.170107,0.711444,2.40402,-0.009392,0.67899,2.46053,139.688,0.164695,0.458331,2.4344,45.365,0.192039,0.678056,2.30029,0.197508,0.722001,2.27347,-0.318677,0.675836,2.32899,112.461,-0.360781,0.409491,2.24552,47.4054,-0.178428,0.530699,2.10743,-0.141957,0.55494,2.07981,-0.0439018,0.182598,2.31858,120.557,-0.035058,-0.215629,2.17979,179.163,-0.0204678,-0.611855,2.16487,-0.254773,0.192236,2.29878,117.837,-0.274842,-0.191063,2.12383,179.878,-0.296433,-0.587127,2.11391
12034342674947,020936151947,1,-0.148279,0.241364,2.31515,-0.155456,0.441177,2.36426,179.092,-0.173811,0.795457,2.41636,170.75,-0.160739,0.91416,2.44984,-0.169459,0.711447,2.40401,-0.169459,0.711447,2.40401,-0.0083795,0.678578,2.45517,144.214,0.182499,0.471584,2.43521,34.6388,0.152343,0.685029,2.29264,0.146311,0.727718,2.26413,-0.318096,0.676178,2.32982,112.547,-0.361618,0.407415,2.25531,46.825,-0.18268,0.528005,2.11307,-0.146892,0.552123,2.08462,-0.0433393,0.182923,2.31869,120.302,-0.0350671,-0.215729,2.18109,179.085,-0.0205156,-0.611882,2.16426,-0.254841,0.192297,2.30148,117.703,-0.27478,-0.190874,2.12624,179.857,-0.296381,-0.586905,2.11511
