timestamp,serial,id,JOINT_WAIST.x,JOINT_WAIST.y,JOINT_WAIST.z,JOINT_TORSO.x,JOINT_TORSO.y,JOINT_TORSO.z,JOINT_TORSO.rot,JOINT_NECK.x,JOINT_NECK.y,JOINT_NECK.z,JOINT_NECK.rot,JOINT_HEAD.x,JOINT_HEAD.y,JOINT_HEAD.z,JOINT_RIGHT_COLLAR.x,JOINT_RIGHT_COLLAR.y,JOINT_RIGHT_COLLAR.z,JOINT_LEFT_COLLAR.x,JOINT_LEFT_COLLAR.y,JOINT_LEFT_COLLAR.z,JOINT_LEFT_SHOULDER.x,JOINT_LEFT_SHOULDER.y,JOINT_LEFT_SHOULDER.z,JOINT_LEFT_SHOULDER.rot,JOINT_LEFT_ELBOW.x,JOINT_LEFT_ELBOW.y,JOINT_LEFT_ELBOW.z,JOINT_LEFT_ELBOW.rot,JOINT_LEFT_WRIST.x,JOINT_LEFT_WRIST.y,JOINT_LEFT_WRIST.z,JOINT_LEFT_HAND.x,JOINT_LEFT_HAND.y,JOINT_LEFT_HAND.z,JOINT_RIGHT_SHOULDER.x,JOINT_RIGHT_SHOULDER.y,JOINT_RIGHT_SHOULDER.z,JOINT_RIGHT_SHOULDER.rot,JOINT_RIGHT_ELBOW.x,JOINT_RIGHT_ELBOW.y,JOINT_RIGHT_ELBOW.z,JOINT_RIGHT_ELBOW.rot,JOINT_RIGHT_WRIST.x,JOINT_RIGHT_WRIST.y,JOINT_RIGHT_WRIST.z,JOINT_RIGHT_HAND.x,JOINT_RIGHT_HAND.y,JOINT_RIGHT_HAND.z,JOINT_LEFT_HIP.x,JOINT_LEFT_HIP.y,JOINT_LEFT_HIP.z,JOINT_LEFT_HIP.rot,JOINT_LEFT_KNEE.x,JOINT_LEFT_KNEE.y,JOINT_LEFT_KNEE.z,JOINT_LEFT_KNEE.rot,JOINT_LEFT_ANKLE.x,JOINT_LEFT_ANKLE.y,JOINT_LEFT_ANKLE.z,JOINT_RIGHT_HIP.x,JOINT_RIGHT_HIP.y,JOINT_RIGHT_HIP.z,JOINT_RIGHT_HIP.rot,JOINT_RIGHT_KNEE.x,JOINT_RIGHT_KNEE.y,JOINT_RIGHT_KNEE.z,JOINT_RIGHT_KNEE.rot,JOINT_RIGHT_ANKLE.x,JOINT_RIGHT_ANKLE.y,JOINT_RIGHT_ANKLE.z
12027851359769,020936151947,1,-0.123565,0.248188,2.31309,-0.122713,0.445269,2.36231,177.799,-0.134023,0.777,2.4057,177.24,-0.144189,0.900315,2.4171,-0.131187,0.693806,2.39481,-0.131187,0.693806,2.39481,0.0351347,0.678951,2.4058,111.104,0.111921,0.411173,2.39707,73.3048,-0.00535343,0.412595,2.15652,-0.0288082,0.41288,2.10841,-0.303687,0.680425,2.39495,111.085,-0.382242,0.417752,2.34485,78.3901,-0.222287,0.403645,2.13076,,,,-0.0205809,0.175869,2.30818,126.102,-0.0140216,-0.19117,2.18625,178.553,0.00391067,-0.606723,2.09373,-0.22975,0.182642,2.3057,124.49,-0.247711,-0.184126,2.1841,178.102,-0.254132,-0.590388,2.05574
12027851690334,020936151947,1,-0.123259,0.247669,2.31305,-0.122526,0.444802,2.36224,178.03,-0.132698,0.77656,2.40568,176.64,-0.143701,0.899451,2.41706,-0.130147,0.693353,2.39478,-0.130147,0.693353,2.39478,0.0363322,0.678827,2.40587,110.606,0.11134,0.410525,2.39718,73.3872,-0.00533794,0.412549,2.15626,-0.0286735,0.412953,2.10807,-0.30266,0.680982,2.39564,107.453,-0.366327,0.412724,2.35475,80.4443,-0.231459,0.403777,2.12369,,,,-0.0202513,0.175257,2.30746,126.067,-0.0141162,-0.190754,2.1864,178.597,0.00305117,-0.606673,2.09375,-0.229783,0.182837,2.30587,123.886,-0.246131,-0.182789,2.1846,178.562,-0.254098,-0.58941,2.05629
12027852029788,020936151947,1,-0.122917,0.247284,2.31297,-0.12188,0.444579,2.36164,178.022,-0.131589,0.776269,2.40569,176.239,-0.143256,0.898816,2.41704,-0.129154,0.693074,2.39464,-0.129154,0.693074,2.39464,0.0374481,0.679254,2.40594,110.067,0.111084,0.410552,2.39742,73.743,-0.00515587,0.412442,2.15617,-0.0284038,0.41282,2.10792,-0.300909,0.680211,2.39623,112.015,-0.38433,0.419316,2.34455,78.7483,-0.226208,0.401357,2.12916,,,,-0.0197638,0.175122,2.30668,125.821,-0.0143708,-0.190185,2.18662,178.597,0.00198591,-0.606561,2.09376,-0.229683,0.182817,2.30585,123.05,-0.241977,-0.182833,2.18736,179.775,-0.254056,-0.58909,2.05671
12027852360168,020936151947,1,-0.122807,0.24684,2.31295,-0.121659,0.444224,2.36137,178.096,-0.130753,0.775892,2.4057,175.934,-0.142822,0.898172,2.41706,-0.128472,0.692699,2.39458,-0.128472,0.692699,2.39458,0.0379365,0.679007,2.40602,109.902,0.110981,0.410128,2.39763,75.4404,-0.00493187,0.408835,2.15557,-0.0281145,0.408577,2.10716,-0.299671,0.679809,2.39689,110.081,-0.374426,0.415191,2.35117,79.3369,-0.2334,0.402575,2.12317,,,,-0.0194944,0.174957,2.30567,125.591,-0.0146469,-0.189919,2.18672,178.583,0.00121137,-0.606849,2.0937,-0.229787,0.18277,2.30586,123.492,-0.246149,-0.181042,2.1847,178.53,-0.254014,-0.588971,2.05717
12027852689710,020936151947,1,-0.122684,0.246362,2.31292,-0.121385,0.443824,2.36111,178.164,-0.129836,0.775471,2.40571,175.601,-0.142353,0.897465,2.41769,-0.127716,0.69228,2.39452,-0.127716,0.69228,2.39452,0.0385686,0.678981,2.40611,109.608,0.11085,0.40988,2.39791,80.0576,-0.00448268,0.399602,2.1553,-0.0275493,0.397546,2.10678,-0.297422,0.677916,2.39744,113.858,-0.386807,0.41862,2.3476,76.3776,-0.233714,0.404154,2.1271,,,,-0.0192276,0.174831,2.30557,125.391,-0.0145795,-0.189523,2.18698,178.508,0.00133172,-0.599487,2.09546,-0.229834,0.182699,2.30587,123.29,-0.246159,-0.180534,2.18489,178.522,-0.253832,-0.581812,2.05993
12027853030152,020936151947,1,-0.122613,0.24617,2.31294,-0.121198,0.443719,2.36084,178.167,-0.129434,0.775332,2.40573,175.533,-0.141993,0.897088,2.41857,-0.127368,0.692147,2.39447,-0.127368,0.692147,2.39447,0.0387312,0.67913,2.4062,109.458,0.110743,0.409935,2.39849,77.847,-0.00446762,0.404253,2.15541,-0.0275098,0.403116,2.1068,-0.297336,0.678972,2.39809,111.929,-0.380202,0.416101,2.35634,76.3617,-0.228524,0.405872,2.13435,,,,-0.0190455,0.174746,2.30494,125.291,-0.0146035,-0.189337,2.18708,178.421,0.00148143,-0.593714,2.09672,-0.229902,0.182652,2.30588,123.193,-0.246166,-0.180142,2.18512,178.52,-0.253682,-0.576066,2.0621
12027853359690,020936151947,1,-0.122292,0.246002,2.31298,-0.121034,0.443606,2.36072,178.214,-0.129262,0.775199,2.40575,175.595,-0.141646,0.896559,2.42114,-0.127198,0.692017,2.39445,-0.127198,0.692017,2.39445,0.0389527,0.679594,2.40635,109.179,0.110626,0.410285,2.39925,78.776,-0.00418108,0.402903,2.15566,-0.0271424,0.401427,2.10694,-0.297581,0.680023,2.39889,111.249,-0.379426,0.415996,2.36275,77.1612,-0.220806,0.403836,2.14536,,,,-0.0186673,0.174572,2.30502,125.218,-0.0146115,-0.189122,2.18721,178.29,0.00179078,-0.589013,2.09773,-0.229577,0.182455,2.30589,123.278,-0.246283,-0.179951,2.18526,178.429,-0.253586,-0.571471,2.06341
12027853689687,020936151947,1,-0.122294,0.245729,2.31339,-0.121022,0.443429,2.36078,178.221,-0.129187,0.775026,2.40578,175.686,-0.141272,0.895585,2.42616,-0.127139,0.691842,2.39449,-0.127139,0.691842,2.39449,0.0388415,0.679592,2.40685,109.146,0.110624,0.410286,2.40065,79.7438,-0.00360904,0.400957,2.15634,-0.0264556,0.399091,2.10748,-0.298629,0.682307,2.39989,107.871,-0.368808,0.414586,2.36646,80.0061,-0.238373,0.403874,2.13046,,,,-0.0180213,0.174195,2.30511,124.987,-0.0145577,-0.195987,2.18504,178.145,0.0023127,-0.60003,2.09527,-0.230106,0.182094,2.3059,123.125,-0.246693,-0.186831,2.1831,178.455,-0.253795,-0.582161,2.05957
12027854029801,020936151947,1,-0.125664,0.245138,2.31521,-0.125407,0.443049,2.36176,179.278,-0.129159,0.77485,2.40583,174.926,-0.14115,0.89452,2.43059,-0.128218,0.691613,2.39477,-0.128218,0.691613,2.39477,0.0376367,0.677866,2.41206,110.048,0.111194,0.409164,2.40167,79.6968,-0.00335717,0.399129,2.15655,-0.0262673,0.397122,2.10752,-0.298207,0.681742,2.40139,107.044,-0.363852,0.412871,2.36795,80.7728,-0.242247,0.403315,2.12623,,,,-0.0191369,0.174098,2.30529,124.411,-0.0144706,-0.201251,2.18341,178.368,0.00218841,-0.608182,2.09348,-0.234457,0.180123,2.30594,122.777,-0.246959,-0.19393,2.18068,179.096,-0.253971,-0.591741,2.05555
12027854029801,020936151947,1,-0.125664,0.245138,2.31521,-0.125407,0.443049,2.36176,179.278,-0.129159,0.77485,2.40583,174.926,-0.14115,0.89452,2.43059,-0.128218,0.691613,2.39477,-0.128218,0.691613,2.39477,0.0376367,0.677866,2.41206,110.048,0.111194,0.409164,2.40167,79.6968,-0.00335717,0.399129,2.15655,-0.0262673,0.397122,2.10752,-0.298207,0.681742,2.40139,107.044,-0.363852,0.412871,2.36795,80.7728,-0.242247,0.403315,2.12623,,,,-0.0191369,0.174098,2.30529,124.411,-0.0144706,-0.201251,2.18341,178.368,0.00218841,-0.608182,2.09348,-0.234457,0.180123,2.30594,122.777,-0.246959,-0.19393,2.18068,179.096,-0.253971,-0.591741,2.05555
